fl_x,fl_y,camera_angle_x,camera_angle_y,k1,k2,p1,p2,cx,cy,w,h,num_frames_total,num_frames_used,sharpness_mean,sharpness_std,entropy_mean,entropy_std,edge_frac_mean,edge_frac_std,area_frac_mean,area_frac_std,num_components_mean,num_components_std,largest_comp_frac_mean,largest_comp_frac_std,bbox_aspect_ratio_mean,bbox_aspect_ratio_std,point_count,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,volume,point_density,mean_error,std_error,median_error,mean_track_length,std_track_length,median_track_length,num_images,mean_visible_points,std_visible_points,mean_visible_ratio,std_visible_ratio,mean_camera_center_dist,std_camera_center_dist,mean_view_angle_var,std_view_angle_var,dish_id
2267.1575298265925,2263.9593410102775,,,0.004352190591173547,-0.0033996993413783648,0.0036921217851480148,0.011697140314955348,1920.0,1080.0,3840,2160,381,381,,,7.36254502757084,0.10835983162568114,0.24435235309128026,0.013374779864954616,,,,,,,,,57195,-36.04474496981086,-23.132737678506093,-50.2244870656494,63.28355959129773,32.58288397818127,54.3338257360637,99.32830456110858,55.71562165668736,104.5583128017131,578640.1568436163,0.0988438139378176,1.60010811083105,0.6222952379334075,1.6942201893380282,5.710411749278783,5.377587427377718,4.0,381,857.2362204724409,146.30449264237402,0.6428199664317421,0.07800329446360045,3.5359763786936584,0.6959221396471751,1.0708984090759557,0.35775510571390273,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e
1730.282419153488,1733.7651455502669,,,-0.0022182558195533724,0.0021057189424138144,-0.00045389396970965836,0.0019848325972145926,1920.0,1080.0,3840,2160,348,348,,,7.660983700669449,0.06489776986243914,0.3855920737547893,0.014590383263934371,,,,,,,,,102552,-61.946903410397574,-38.37024458094292,-113.5597306050191,37.06045469555776,10.156559142967227,113.63663268550411,99.00735810595533,48.52680372391014,227.1963632905232,1091567.3434423932,0.09394931115893365,1.4158368316624148,0.7201241103007501,1.4811236552628102,3.7211560964193775,4.002671142474635,2.0,348,1096.5862068965516,249.13887562959775,0.5155885402257462,0.11708321624848277,3.714508902474663,0.5498306679714323,1.4426631106880337,0.7439469078270439,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68
1627.7678124300376,1631.1837142835527,,,0.004202967082012752,-0.0007995736787844979,0.00023428624909858383,2.5486834013852527e-05,1920.0,1080.0,3840,2160,355,355,,,7.592850671853864,0.10128845821965736,0.22052578899321854,0.014952213825376967,,,,,,,,,73952,-36.58178180369876,-23.048422868784794,-6.39003602705501,18.456756154587527,13.148042772605644,47.22093198544323,55.038537958286284,36.19646564139044,53.61096801249824,106803.79986185896,0.6924098215199291,1.525002941097158,0.6833676897477526,1.6260521352914323,6.282642795326699,12.966793771037532,3.0,361,1287.0193905817175,201.74126256204312,0.8003797248868026,0.06783754680442666,3.223418865282829,1.680497342999623,0.40691340241981433,0.21650855915227468,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04
1673.2695864276682,1681.3906643078165,,,-0.0016163604018645463,2.0960640909142242e-07,-9.611931012806967e-05,0.0006757057911142167,1920.0,1080.0,3840,2160,363,363,,,7.719128070950156,0.07458075128868022,0.3245744269292249,0.019152586515481976,,,,,,,,,140187,-27.746660683182917,-23.355301102392716,-3.563011489338585,38.27338524518448,4.419816898391269,47.36294108495211,66.0200459283674,27.775118000783984,50.9259525742907,93383.661026853,1.5011940896136897,1.5629096790624142,0.6437256291740446,1.6764966563707595,7.5549444670333195,11.497374880378286,4.0,363,2917.6446280991736,549.6868759481165,0.8922351750711928,0.043814648659077075,3.2664465918473433,1.6339364578132167,0.34331026875691156,0.22199055603097148,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78
1806.6257270959356,1806.683076372152,,,0.02405090284249398,-0.02387058812222586,-2.8833542655344495e-05,0.0030117228968527597,1920.0,1080.0,3840,2160,399,399,,,7.641102358035421,0.06957207290540103,0.37085157917943007,0.014284426908118337,,,,,,,,,128378,-200.15553540204573,-78.54648227521375,-152.29096197503662,137.241684060772,22.122576059544638,169.73199458307886,337.3972194628177,100.66905833475839,322.0229565581155,10937657.96858909,0.01173724762363914,1.5267275104422515,0.6696040015060922,1.6320674874767267,5.581945504681488,6.897419869599902,3.0,399,1795.9874686716792,263.1484469004591,0.706827219563052,0.10079969450809978,3.7297369717534643,0.48377614976968225,1.3045775405436217,0.27423390454030955,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8
1685.3628419359197,1688.6795522466214,,,-0.003912458364192046,0.0010105387841866228,-0.00032010385403282533,0.00046681998532772516,1920.0,1080.0,3840,2160,387,387,,,7.765096738650745,0.04420016464165285,0.3426307740772642,0.015473775152702882,,,,,,,,,147699,-7.537020070272082,-6.689028436648978,-22.316341217149766,39.72343538163928,5.453812792994049,52.71344399826165,47.26045545191136,12.142841229643027,75.02978521541142,43057.80855093305,3.4302488902863453,1.55032573838721,0.6428102090233079,1.6563378952582464,6.288410889714893,7.42799670556748,4.0,387,2399.9793281653747,426.323601887303,0.8626851845446248,0.0421975433073401,3.188301922711953,1.6423465262654224,0.4589941903239297,0.3047244422490333,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615
1739.9175931929483,1726.5921585281344,,,0.026483422536882014,-0.024592585717226,-0.001345218429294032,0.0001303136002272014,1920.0,1080.0,3840,2160,347,347,,,7.6498417556772935,0.04827458403183103,0.3847589068114704,0.009625790725315015,,,,,,,,,106840,-77.95775768480942,-34.51856382316855,-72.39343497760407,78.0478628478996,15.254762901989414,53.47529987751177,156.00562053270903,49.773326725157965,125.86873485511585,977360.4957576556,0.10931483363994265,1.5022042661059627,0.6876346664381862,1.5999008298920034,4.677405466117559,4.843027789042331,3.0,347,1440.1556195965418,200.30863503497017,0.6731627047590681,0.06021665860985138,3.72984182310461,0.4291461539331249,1.3791749731042664,0.7923089487259266,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c
1632.027582887298,1636.8355966919355,,,0.003692235297098676,-0.00022483338118634946,-0.00022266148265796156,0.0004891782897623473,1920.0,1080.0,3840,2160,410,410,,,7.595801263930614,0.10547981763366587,0.3728342602002409,0.010213266270206385,,,,,,,,,175049,-29.488919443286154,-13.722140149171548,-23.557049713418433,23.104133285527702,12.92944343041549,24.75105498289409,52.59305272881386,26.65158357958704,48.308104696312526,67712.89744322129,2.5851648151193403,1.4219750240283386,0.710483812146547,1.491315942633181,3.7347142800015996,3.538076378482825,3.0,410,1594.5317073170731,326.46839793202736,0.5819018054510576,0.1310178476142462,3.731200768157058,0.41669090055213076,1.3706898507758918,0.45864463480306483,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561
1632.2628604734323,1632.1023574177855,,,0.0037632247995117323,-3.282339353669735e-05,-0.0001281861238782806,0.00033247673256183943,1920.0,1080.0,3840,2160,347,347,,,7.576958292602732,0.09405367414961366,0.3518176243907212,0.014239662343605148,,,,,,,,,230202,-23.221411470517904,-10.98225256075444,-21.990908231036347,22.889840212871835,3.160773099484067,22.89974169686009,46.11125168338974,14.143025660238507,44.89064992789643,29275.55477471687,7.863283950431177,1.4467977805972148,0.7026580897806399,1.5184610960202745,3.7340813720124064,3.0302704129263685,3.0,347,2477.21325648415,377.2965269109674,0.6055919094288387,0.09192267971561476,3.4516740611511154,0.823519905572999,1.3704769404967077,0.7102938010715435,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751
1731.1675833507393,1730.223551992177,,,0.032086475499445245,-0.02967354246416647,5.893957425090334e-05,-1.0837603283060963e-05,1920.0,1080.0,3840,2160,326,326,,,7.633586734199277,0.0688440136008019,0.28798590992577444,0.010865506740224223,,,,,,,,,70170,-61.03252725099889,-15.970309151679798,-3.6783351986277535,31.025279184280603,7.654632174950039,56.88135253130785,92.05780643527949,23.624941326629838,60.559687729935604,131708.8591521325,0.532765984397063,1.6844217594667898,0.5757312627630463,1.7918565034406702,9.019352999857489,12.643745369685309,5.0,326,1941.3742331288342,280.30010398343336,0.7898727021258147,0.06818379457111061,3.2126888749148788,1.6290850262413386,0.35738232259479347,0.19057140165163464,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07
