dish_id,aabb_scale,area_frac_mean,area_frac_std,bbox_aspect_ratio_mean,bbox_aspect_ratio_std,bbox_max_x,bbox_max_y,bbox_max_z,bbox_min_x,bbox_min_y,bbox_min_z,camera_angle_x,camera_angle_y,cx,cy,edge_frac_mean,edge_frac_std,entropy_mean,entropy_std,extent_x,extent_y,extent_z,fl_x,fl_y,h,k1,k2,k3,largest_comp_frac_mean,largest_comp_frac_std,mean_camera_center_dist,mean_error,mean_track_length,mean_view_angle_var,mean_visible_points,mean_visible_ratio,median_error,median_track_length,num_components_mean,num_components_std,num_frames_total,num_frames_used,num_images,p1,p2,point_count,point_density,sharpness_mean,sharpness_std,std_camera_center_dist,std_error,std_track_length,std_view_angle_var,std_visible_points,std_visible_ratio,volume,w
dish_1550704750,0.0,-0.5441276197557993,-1.041784029979826,-1.624569270133293,-1.2106733035694621,-0.1521063312347485,0.030631717585035384,0.23514487922291488,-0.05702285582755772,0.1989159846480603,3.0,0.40124975250551664,0.40180500210559894,0.0,0.0,0.5755775176328163,-0.42211974572491123,-0.3825715542074522,-1.868008990077922,-0.6394463946746421,-0.28423269617907815,-0.6857471957618482,-0.40092242592337085,-0.40092242592337085,0.0,1.952608414365779,0.0,0.0,-0.550082186556741,-0.9158579823331529,3.0,0.5462404318318647,-1.166940342247659,-2.3967065139107624,-1.2619470753244857,-1.7742078073373468,0.4382947481431252,-1.0700398126493422,0.9068332653857866,-0.3716634157457944,-1.1067255463793473,-1.1067255463793473,-1.0926667981788867,0.0,0.0,-1.406758738068149,0.2094861340313242,0.2679884532260853,0.7686771991572933,3.0,0.4574261492163978,-0.8740681476844372,-1.1903266852224361,0.07417708367981213,-0.5098754012386435,-0.6936968537116953,0.0
dish_1550704903,0.0,-0.7443650093729943,-0.17384422267704985,-0.4997841105661321,-0.36162470202821007,-0.1925646640206653,0.9011327814402766,-0.30916293744754375,-1.180699129707599,0.2258825168197688,-0.8912651678614412,-0.2646914716829744,-0.2644250409705426,0.0,0.0,0.423599715703065,0.6322064765459392,0.8268147929419594,-0.7920395353767318,0.2542651575426392,0.3221268592937774,-0.24462050532086652,0.26460026200197206,0.26460026200197206,0.0,-0.07912453971903877,0.0,0.0,-0.6826279821003948,-0.18420414220788053,-1.2061992355316635,1.5906818445968078,0.3430594048892208,0.041978683252845816,-0.5911214525347053,0.5507658347139429,1.574963919966286,-1.0700398126493422,-1.2827169415544935,-1.5058733641726874,1.2568449209228345,1.2568449209228345,1.2498364570263625,0.0,0.0,0.7370535619224464,-0.016843764184670183,0.923866747525753,1.2035390691181005,-0.5428191964224498,1.2931011589925296,0.5392417305040688,0.20780131274475566,-0.045552108426502896,-0.1142800113616329,0.09782830533178373,0.0
dish_1550705288,0.0,-0.8478455925056486,-0.5178929288972683,-0.8889035389689812,-0.12075774887911962,-0.15969659542122486,1.3773429687297882,-0.028901773774139897,-1.2784531172618223,0.2082458447356523,-1.2373011062908512,0.12253280129724071,0.12257943149018,0.0,0.0,-0.06829602873363387,0.7109141977403349,0.20888966492492134,-0.2212006209158093,0.31167203781083086,0.5262385478752688,0.03456128372230477,-0.1229224658946551,-0.1229224658946551,0.0,-0.02306945942666102,0.0,0.0,-0.8371853916290304,-0.5956818944977961,-0.24505826733112193,1.1149173219027366,0.9199939296782355,0.07052778756386242,-0.4280163135601904,0.8695537008987682,1.0603380600284764,-1.0700398126493422,-0.457143955290522,-0.5992407862986591,1.3082268876033167,1.3082268876033167,1.2948845965495404,0.0,0.0,0.7229865520799884,-0.17151291522604817,0.7090692260370278,0.9040648382466634,0.0010904383015204646,1.8560428446876716,1.633270441213056,0.2121671256201078,-0.9031596768348475,-0.21620675832858724,0.3127165445846544,0.0
dish_1550705370,0.0,-1.3912569116097993,-0.6545771733262706,-0.998962923987853,0.27846597164340914,-0.059351081107893965,1.6345560985680847,-0.6068297903436934,-1.0291942008462618,0.8442929438261021,-3.0,-0.22202667854674005,-0.2218370422434745,0.0,0.0,-0.21527663631434252,0.3536544822203743,-0.1640936565579194,0.7020832525721071,0.2266374679709147,0.5470566749355923,0.3983250469176933,0.2218278049762913,0.2218278049762913,0.0,-0.49230651450918156,0.0,0.0,-1.3167119670408776,-0.6662962114589255,0.6750480047266522,1.1432788768293476,0.8721040779274818,0.08345560941829804,-0.6547049340277102,0.7282726622164606,1.1149668102492798,-1.0700398126493422,-1.1069300607183095,-0.939483487296934,1.359608854283799,1.359608854283799,1.384980875595896,0.0,0.0,0.5243603731044818,-0.23265191375813044,0.6299127568047024,1.2557151345123179,0.7148967909898557,2.223534604784473,1.6802031531904673,0.17739950348844824,-0.7632530311260731,0.07416735775238441,0.42566175740090423,0.0
dish_1550705445,0.0,-1.2455424723575568,-0.5948781969450905,-0.1923360131247495,0.4014034356122299,1.7193038859594605,0.44919132698468384,0.13219811744705862,0.14418207796692956,-1.3362046297315568,-0.23753430632813569,-0.1557874597459605,-0.15569130249334176,0.0,0.0,-0.3598575196942737,0.04698137695437037,-0.6235656483959533,0.24598977510564585,0.2804911856922809,0.3414799891424606,0.034043026757563655,0.1554583435288279,0.1554583435288279,0.0,-0.08828657075199071,0.0,0.0,-1.1965515509436713,-0.6636246897608024,-0.2930436675370992,1.3930713691875698,0.5306292330613114,0.09337053947901325,-1.024833477294316,0.49230846865343186,1.3658414630198923,-1.0700398126493422,-0.7173125566032963,-0.7931244293032518,1.359608854283799,1.359608854283799,1.384980875595896,0.0,0.0,0.1527099730667421,-0.16655131039407942,0.25272683174182764,0.39843910318539333,-0.03522507428205594,2.5246074173129736,1.4847996172248275,0.11945347839048977,-1.3374902399940274,0.16793296861606483,0.22360552301376016,0.0
dish_1550705477,0.0,-0.032906030382861176,0.1289101691304914,0.26690951151486625,-0.1377657170999567,0.47350043238664263,0.006847408657434496,0.5935734170347927,-0.02973046383638106,-0.14622340083751756,-0.39823410406640014,0.17162296262270768,0.17171854984008622,0.0,0.0,0.6314319701761788,1.212680840861788,1.101592182407146,-1.0325683507307366,-0.169846522838803,-0.1980451408083047,0.49462743546384536,-0.17194241202151667,-0.17194241202151667,0.0,-0.06516558384941737,0.0,0.0,-0.04356064236580251,0.08557616607958594,-0.49431396341997247,0.9021308982246183,1.1031095004605274,0.24080322624326592,0.1252186176148296,1.0400829191905798,0.9436350453530755,0.8314133761251199,-0.8645923751263053,-0.8924875531409774,1.15408098756187,1.15408098756187,1.1597401779800067,0.0,0.0,1.1779136503850793,0.15600391078154963,1.3666973346507487,1.2608185496739246,-0.34956868116626505,0.4006750207970687,1.4063881407261472,0.13210951706769777,-0.8586662229753027,-0.6384489413635633,-0.00928295007153605,0.0
dish_1550705504,0.0,0.0017901778951698846,0.19599431005533588,0.12876668944365285,0.061426358484044416,0.49004356446284253,1.2704740545025421,0.3179584923797007,-1.313121768131728,-0.32966180816928636,-0.833626870382632,-0.23755688938849284,-0.23734080276188754,0.0,0.0,0.7851987547949272,1.1129128723101926,0.8758301823513341,-0.8530829323973822,0.513293257953303,0.5491876827328365,0.27861865345029274,0.23739504609315382,0.23739504609315382,0.0,0.07878018684791432,0.0,0.0,0.014828446181728875,0.1602902783093626,-0.2919456064491384,1.2709682341389439,1.0802242847540426,0.11602765926731624,0.15692818456560384,1.1783408921715972,1.2852240853554813,0.8314133761251199,-0.6746922520431657,-0.6506084718736401,1.359608854283799,1.359608854283799,1.3399327360727182,0.0,0.0,1.4266183843997362,-0.2200263819315328,1.3793215555916218,1.6601988095302997,-0.1690366952830045,0.7270534979557186,1.3876134098629276,0.05423915503604329,-0.4172458085494114,-0.6317200498755517,0.4942904521697629,0.0
dish_1550705535,0.0,-0.8667795157598506,-0.541446942954805,-0.974007713317544,-0.0005571832862764711,0.294877507124793,1.938583110520549,-0.42750010009598294,-0.4195352370935487,1.1385583577594836,-3.0,-0.6705348881438123,-0.6688906560549464,0.0,0.0,-0.41775602044430643,0.07856637283696848,-1.051157512676783,0.2635762179998253,0.022905840643543965,0.6199218027537762,0.48774132798694925,0.6724093435523205,0.6724093435523205,0.0,-0.2601379888076015,0.0,0.0,-0.8043821474706521,-0.5576569296194077,3.0,1.404813686853135,1.6196748636546896,0.060285525551084844,-0.6458384566580827,0.931582941582323,1.4406098482289753,0.8314133761251199,-1.0422956008925013,-0.9545528571436244,1.7192826210471743,1.7192826210471743,1.745365991781319,0.0,0.0,0.5131067652305155,-0.2269083032347792,-0.07796229397303078,0.5551907551218658,3.0,0.6283914748239046,1.6631230408064748,0.22392799112701697,-1.2939138191235855,0.8995039942499073,0.4085689328811679,0.0
dish_1550705580,0.0,-0.8170257023503759,-0.278043096279319,-0.2966409673098918,-0.7680472625290301,0.9926880258738657,0.9071504867048797,0.36841288363385316,0.10486088854674219,-2.3305479253733496,0.15909837676716462,0.016026965434149967,0.016026937151184535,0.0,0.0,-0.1512205166573418,0.19310890542965828,-0.5191415440272656,0.01640698781728356,0.009029755054983157,0.640009955271937,0.2182871828199436,-0.016485864887794143,-0.016485864887794143,0.0,-0.29329837851307594,0.0,0.0,-0.767544120627604,-0.3376833571148846,-0.17099396653167215,0.8320819445118651,1.763122813863116,0.12448909765379491,-0.23326144639452867,1.1655225444019701,0.8361304646611938,0.8314133761251199,-0.6006236081346672,-0.346132970223165,1.3082268876033167,1.3082268876033167,1.2948845965495404,0.0,0.0,0.6127011949151179,-0.17722364191350348,0.23959383297932754,0.38454819980148114,0.18309197934708157,0.49790676803091244,1.7202849887692355,0.15374740296392456,-0.7642886014261624,-0.08808175476270363,0.3096957890475531,0.0
dish_1550705623,0.0,-0.9792475094504903,-0.516979070221038,-0.007366942089585481,-0.3117633577860386,1.5968831179178358,0.48561149064585907,0.07262952856587575,0.18701310473833332,-0.8330406344598916,-0.3393670658115694,0.05061455584833855,0.05062074777282686,0.0,0.0,0.04152271854673793,0.4511126479869807,0.5492348134156592,-0.11843214122480196,0.21573049886727172,0.2813361826830406,-0.007818260151061126,-0.05106347751280657,-0.05106347751280657,0.0,-0.15584841607910663,0.0,0.0,-0.9129301558143139,-0.5285229124622871,-0.5319966570929635,1.4417843039486908,0.2662997344658582,0.1064604708346904,-0.528687313554779,0.704406975385776,1.539027933649024,-1.0700398126493422,-1.1315389870885775,-1.127517729596854,1.359608854283799,1.359608854283799,1.3399327360727182,0.0,0.0,0.9491840703467126,-0.047064566149487244,0.8841816137197457,1.5292204351315104,-0.4028379158660807,1.8443166203588686,0.9481098075272901,0.1350311414929109,-0.8078242042876235,-0.37180345132932463,0.15693564513164318,0.0
